Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You like to use organizing tools like schedules and lists.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You often end up doing things at the last possible moment.,You usually prefer to be around others rather than on your own.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.",You are still bothered by mistakes that you made a long time ago.,Your emotions control you more than you control them.,Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,You would pass along a good opportunity if you thought someone else needed it more.,You feel confident that things will work out for you.,Personality
2,-1,-2,2,0,0,3,-3,3,0,2,0,0,1,2,-2,0,0,-1,1,-3,2,1,0,-1,1,-3,0,3,-2,INFJ
2,-1,-3,-2,3,1,0,1,0,-2,1,-1,2,0,-1,1,-1,0,-1,-2,1,-2,-1,-2,3,-2,-3,2,-2,-1,ISFJ
-2,1,-1,-2,-2,0,0,0,2,-1,0,2,0,-1,2,-1,2,0,0,-1,-2,0,-1,-1,0,1,0,2,2,-1,ENTP
-2,-2,2,2,1,-2,-2,2,-2,-1,1,1,-2,-1,2,-1,0,2,-2,-1,-2,1,-2,-3,2,-1,-1,1,-2,-2,ENTJ
-2,1,-2,-1,0,1,-2,3,1,-1,-1,-1,1,1,-1,2,-1,1,1,-1,2,0,-1,2,3,-3,0,1,0,1,ENFJ
0,2,-1,-3,0,0,0,0,1,-1,-1,0,0,0,1,-1,2,-1,-2,-2,-2,-3,1,2,0,0,1,0,0,-2,ENTP
-3,1,1,-2,2,-3,0,-1,0,-1,-1,0,-3,2,0,2,1,0,-3,0,1,1,2,0,0,0,-2,0,0,1,ESTP
1,1,-1,0,-1,-1,3,1,0,-1,-1,-2,2,-3,-1,1,-1,-2,0,-3,2,-1,-1,0,2,-1,-2,2,1,-1,ENFP
-2,0,0,-3,3,-3,0,-2,-1,0,-2,1,-1,2,1,2,2,-1,-1,-1,1,-1,1,-1,1,2,1,-2,1,1,ESTP
1,1,2,-2,0,1,2,-1,0,1,-2,2,-2,1,0,0,-1,-3,-2,-1,-1,0,0,-1,-3,-2,-1,0,2,0,ENFJ
2,1,1,-3,-1,-1,1,1,-2,1,-1,-1,-1,-1,1,0,-1,-1,0,2,1,-1,-3,3,0,0,1,1,2,0,ESFJ
3,0,1,-2,1,-1,1,-1,0,0,1,-1,-3,-1,0,2,-3,1,1,1,2,0,-2,1,-2,-3,1,2,1,1,ESFJ
0,-2,2,1,0,1,-2,1,-1,0,-1,0,1,0,-1,1,-2,-1,2,0,-1,0,-2,0,1,2,3,0,1,-1,INFP
1,-1,1,1,-2,2,0,-1,-3,0,0,1,0,-1,-2,1,-2,0,1,-1,1,-1,0,-2,1,-1,-2,0,2,1,ISTJ
-1,0,-1,0,-2,2,-2,1,-2,-1,-1,-2,-1,-1,0,1,0,0,-1,-1,1,-1,1,2,-1,-1,0,0,1,1,INTP
-3,1,3,3,-1,-1,-1,-1,-1,0,-1,3,0,-2,-1,3,-1,-2,1,1,0,2,0,-2,3,-1,1,0,3,2,ESTJ
2,-3,1,1,-2,1,0,-2,-1,2,2,3,-1,-1,-1,-1,-2,1,-1,-3,1,0,0,0,0,-2,0,3,1,3,ISTJ
-1,1,0,-2,-2,0,-2,-1,-1,-1,0,-1,1,1,-1,1,-1,2,0,1,-1,0,1,2,-1,1,0,1,-1,-1,INTJ
3,1,-1,2,-1,0,3,-2,0,0,-2,1,-1,2,-2,0,-2,-1,-1,0,0,1,-1,0,-3,-1,-2,0,1,0,INTJ
-2,-1,-2,-1,-3,1,-1,1,-2,-2,2,-3,-2,1,-2,2,0,0,-2,-2,1,-1,1,3,-2,-3,-1,-1,0,2,INTP
1,2,0,-1,-1,-1,-1,-1,2,0,-1,-1,-2,-1,0,-1,-1,0,1,0,1,-1,0,2,-3,0,1,2,3,1,ESFJ
-3,1,1,2,-1,2,-3,-2,-2,2,1,3,0,0,1,2,3,-1,-1,0,1,2,1,1,1,1,2,-2,1,1,ESFJ
-3,0,2,2,1,-2,-2,3,-1,-1,0,2,-1,-1,1,2,2,2,0,-1,2,1,0,-2,1,-1,3,1,0,-3,ENTJ
0,2,-1,0,-1,-2,0,3,3,-1,2,2,0,-2,0,-1,0,-1,-1,0,-1,1,-2,0,-3,1,2,1,1,-1,ENTP
0,3,-2,-1,0,-2,-2,-1,-1,-3,-2,0,1,1,-1,2,-2,-1,0,1,1,1,1,0,2,-1,-2,0,-2,1,ESFP
-2,-1,-2,0,-2,1,-1,-1,3,0,2,-1,-2,0,-1,2,-1,1,-1,0,1,2,2,0,0,-1,-2,1,1,2,ESFP
0,-1,-2,1,1,-1,1,-1,0,1,0,2,0,3,2,0,0,-2,-1,1,-2,2,0,-2,0,-2,-1,-1,-1,3,INFJ
1,1,-1,-1,0,0,1,-2,0,1,0,0,1,0,2,1,1,1,0,-1,3,2,-1,-1,2,2,-3,-2,1,0,ENTP
-1,0,-1,0,0,0,-1,0,-1,-1,-1,0,0,-3,0,-2,1,1,-3,-3,-2,0,-2,0,1,-3,3,1,0,0,ESTJ
1,0,-1,2,2,2,-1,1,2,2,-2,-3,2,0,2,1,2,-1,0,-1,3,-3,0,0,0,-2,0,3,2,-3,ENFP
2,-1,0,-1,1,-1,3,2,-1,-1,-3,1,-1,-2,2,0,-2,0,-3,0,3,0,3,0,2,-3,-1,-3,2,1,ESFP
0,-1,1,-2,-1,-1,-2,-3,-2,3,0,1,1,-1,1,-3,-2,2,-2,2,-2,0,0,-2,2,-2,2,2,-1,2,ISFJ
-3,-2,1,0,-1,-1,3,-1,2,0,-2,0,0,-1,-1,2,-2,-3,-2,0,-1,1,0,3,0,-1,-1,2,0,0,ESTP
1,0,3,0,-1,2,3,3,2,-1,0,1,-2,2,-2,1,-1,3,-2,1,1,1,-1,0,0,0,0,-1,0,2,ENFJ
-1,-1,-1,3,-2,0,0,0,-1,0,0,2,2,-1,-1,0,0,-1,-1,-1,1,-1,-2,0,-2,1,1,0,1,-2,ENTJ
-1,1,0,-3,-2,0,-1,-1,0,0,2,-1,-2,1,-3,0,-1,1,-1,0,0,2,1,1,2,-2,-1,0,3,0,ESFP
0,-3,2,-1,2,-3,-1,-1,3,1,-1,0,-1,0,-1,-2,0,-2,-1,0,-1,0,1,2,3,1,0,3,0,2,ESTP
0,-1,2,1,-2,-1,-2,1,-3,0,0,0,-1,-2,-1,0,-1,2,2,3,1,-3,-3,-2,2,-1,1,0,0,-1,INFP
0,-3,0,2,0,0,-2,2,-3,1,-1,0,0,0,0,0,-3,1,0,-1,1,2,0,0,1,-2,-3,1,-2,0,ISTP
2,-3,0,-2,0,1,-1,0,-2,1,-1,1,3,-1,0,-2,-2,2,-1,0,1,0,-2,1,-3,1,0,-2,-1,0,ISTJ
1,3,2,-3,0,1,1,-3,1,2,-2,-2,-1,-2,0,0,-1,2,2,1,1,-2,0,1,-3,1,-1,0,3,2,ESFJ
-1,0,0,-1,-2,0,0,1,1,3,1,1,-2,1,-2,0,1,-2,0,0,1,-1,-1,-2,1,0,-1,0,0,1,ENFP
3,1,1,-2,-1,1,0,-1,1,1,2,-2,-1,0,0,-1,2,-2,-1,-2,3,-2,0,-2,1,2,-2,0,1,2,ENFP
-2,-1,-2,1,-1,2,0,-1,2,2,-1,-2,1,1,0,1,0,1,-2,-1,1,1,0,1,0,2,2,2,-1,2,ISFP
-1,3,0,-2,-2,-1,0,0,3,-2,1,1,1,-3,2,1,1,-1,-1,0,-1,-3,-1,1,0,1,0,0,0,-1,ENTP
-2,-2,-2,2,0,1,0,1,1,-1,-3,-2,-3,-1,0,0,-2,0,-1,2,0,-2,1,0,2,0,-1,-1,0,-1,ESFP
0,-3,-2,-1,0,-2,0,-2,3,1,0,-2,2,1,1,-1,-3,2,-1,2,2,0,1,-1,-1,1,0,1,-2,0,ISTP
-1,0,-2,-2,-2,3,-3,2,-1,-3,1,-3,-2,0,-1,0,1,-1,0,-2,2,-1,-1,1,-2,-3,2,0,1,0,INTP
1,0,-1,-1,1,0,-2,2,-2,0,-2,-1,0,1,0,-3,-2,1,-1,-1,2,-2,-1,0,1,1,-2,1,-2,3,ISFJ
0,-3,3,-2,2,-1,0,-1,1,0,-1,1,0,2,2,1,-1,-3,0,0,-1,0,2,2,2,-1,0,0,0,3,ESTP
0,3,1,0,-1,-3,1,0,3,-3,-2,-1,-2,-2,-1,1,-1,-1,0,-2,1,-3,-1,1,-2,-2,1,2,1,1,ESFJ
3,2,2,1,2,3,1,0,0,2,0,0,0,3,2,-3,-3,1,-3,2,-1,1,-1,-2,2,1,0,3,-2,3,ISTP
-1,1,2,2,2,-3,-2,1,0,-2,-2,-2,-2,-1,-1,0,0,-1,1,0,3,3,0,0,2,-1,1,2,-2,-2,ENTJ
-1,2,-1,-1,1,-1,-1,1,-2,1,-2,-3,-1,1,3,-2,0,-1,2,-1,2,1,-2,-1,0,0,-3,0,0,1,ISFJ
1,0,-2,-2,-2,0,1,0,1,2,-2,-1,0,1,1,-2,-1,0,-3,2,1,-3,1,-1,-2,1,-2,2,0,-2,ISTP
1,3,2,0,-1,-2,1,1,2,2,2,2,-1,-2,-1,0,-2,2,3,-1,2,0,2,-2,2,-1,2,-2,1,1,INTP
1,1,-3,1,1,3,3,0,-2,-1,-2,0,-1,-1,0,-3,0,3,0,2,3,2,0,0,0,2,-2,-2,-3,0,ISTJ
-2,1,-2,0,-1,-2,-2,0,-1,-3,-1,-1,2,1,1,-2,0,-1,3,-1,1,1,-3,3,1,1,-3,-1,0,0,ENFJ
1,2,-1,-1,0,-1,1,2,1,-2,0,1,1,0,1,0,1,-2,-1,-1,0,-2,-1,-2,-2,1,1,2,0,0,ENTP
-1,1,0,0,-2,3,-3,-2,2,0,-2,1,1,-1,1,1,-2,-1,-2,0,2,-1,-3,0,-2,2,0,0,3,0,ENTP
1,0,0,-1,-1,-1,1,0,2,1,2,-1,-1,2,0,-2,1,0,-2,0,1,-2,0,-1,1,1,0,-1,1,1,ENFP
-1,-2,0,1,-1,-1,-3,0,0,-3,-1,1,1,-2,1,-2,0,0,0,0,-1,1,0,-2,0,1,0,2,2,0,ESTJ
-1,-2,1,1,2,-3,-1,1,-2,-3,-2,1,-2,0,2,3,1,0,-2,-2,-1,1,-1,-2,2,0,1,2,1,-2,ENTJ
2,2,0,-1,0,3,1,-1,3,-2,-1,1,1,1,0,0,-2,0,-1,0,0,-1,0,-1,0,0,1,-2,0,1,ENFJ
-3,-1,-2,0,1,-3,1,1,1,2,-1,2,-3,-1,2,2,2,0,-2,-1,3,2,1,-1,2,0,1,1,-1,0,ENTJ
-1,-2,2,0,-1,1,2,1,1,-3,-2,1,1,1,-1,1,1,1,-1,0,-3,2,1,2,0,2,-1,1,1,0,ESTP
0,0,1,2,-2,1,0,-2,0,2,1,1,-2,0,2,0,1,2,-1,1,0,-1,-1,2,2,1,1,1,1,2,INFJ
1,-2,2,0,-2,2,-1,-3,0,0,0,1,2,-2,-1,0,0,1,1,-3,1,-1,1,-1,1,-1,-1,-1,2,-1,ISTJ
0,-1,-1,-1,0,0,-1,3,-2,1,-1,-1,2,1,0,-2,-1,1,-1,2,2,2,2,0,0,1,-1,1,1,2,ISTJ
-2,1,-2,-1,0,1,0,-1,0,2,0,0,3,1,0,0,2,1,1,-2,1,1,-1,-1,-2,-1,-2,0,0,-3,ENTP
2,3,-3,0,-3,2,3,1,-1,2,-1,2,-3,-1,2,1,2,-2,2,0,3,-2,0,-2,2,-3,-1,-2,3,1,ISFP
0,0,-1,1,-2,1,-1,1,2,3,1,1,0,0,0,0,1,-2,1,-1,1,1,-3,0,-1,1,-1,-2,2,0,ENTP
1,2,0,-1,-1,0,0,1,3,2,-2,2,0,2,-2,0,-1,1,-1,-2,-1,1,-2,1,0,-1,-2,2,1,3,INTJ
3,2,-1,-3,-2,2,0,-1,1,3,0,0,1,0,-2,3,1,-1,1,-2,-2,-2,-1,-2,-2,-2,-2,1,2,2,INTJ
2,1,-1,-2,-2,-2,2,1,-1,0,0,2,-1,-2,0,-2,1,0,1,-3,2,0,-1,-2,1,1,0,0,3,2,INTP
0,2,1,2,-3,1,-1,0,0,-2,-1,0,-2,2,3,-1,2,1,-2,1,3,-1,0,-1,1,1,-3,0,2,1,ISFP
0,2,0,0,2,1,-1,1,1,0,-3,-1,0,3,-1,-1,-1,-2,1,-2,-1,0,0,-1,2,0,0,3,-3,2,ISFJ
1,0,-1,-1,0,0,2,-1,-1,-1,1,1,-1,0,-3,1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-1,-1,0,1,INTJ
-1,2,-3,-2,0,0,-3,1,0,-3,0,-1,0,0,-2,3,-2,-1,0,-1,0,0,-2,1,0,-3,-1,-1,-1,0,ENFJ
1,-3,1,2,-2,1,3,-2,0,1,1,1,-2,-2,-3,2,-3,2,-1,-2,1,-1,1,-1,2,-1,0,2,0,1,ISTJ
-1,-1,0,0,-2,1,-2,0,1,-1,1,0,2,-2,-1,1,1,1,2,2,0,-1,-1,0,2,1,2,0,-1,0,ESTP
0,0,-1,1,-2,1,1,1,0,0,-2,2,-2,0,2,-1,1,-3,2,1,2,-1,-1,-1,2,3,-2,-3,2,1,ISFP
0,2,-2,-2,-1,-1,1,1,0,-2,1,1,3,-1,0,0,1,1,-1,-3,0,-1,1,-1,-1,0,1,0,1,-1,ENTP
-1,3,2,2,-3,-1,0,-2,2,0,0,3,-1,-1,-2,-2,2,3,3,0,-1,0,2,-2,2,-3,1,-1,2,1,INTP
-3,1,-1,-1,-2,-1,-1,1,-1,-3,3,2,1,-2,1,-2,0,-1,-2,-2,0,-1,-1,-2,0,-1,2,2,2,-1,ENTP
1,-2,1,1,2,2,1,-3,3,1,-2,-1,-1,-1,-1,-2,-1,-2,-3,-1,1,1,2,0,2,-3,1,0,-2,1,ESFP
1,1,1,-2,-1,1,-1,2,0,0,-1,-1,-1,2,0,2,1,2,-1,2,1,1,-2,-1,-2,0,0,0,0,3,ENFJ
0,-1,1,0,-1,3,-3,0,2,1,-3,-1,2,3,2,-1,-1,0,-3,0,3,-1,2,2,0,1,2,0,0,2,ISFP
-1,-1,0,0,-2,0,1,1,0,-1,-1,0,3,0,-2,0,-1,1,1,1,-1,0,-1,0,-2,-1,1,1,0,-1,ENTJ
0,-1,1,1,-2,1,0,-2,-1,0,-1,3,-1,-2,-2,3,-1,1,1,0,2,-2,1,-1,1,-2,1,-1,-1,1,ISTJ
-1,2,1,-1,-1,-2,1,2,0,0,-1,0,1,1,-3,1,0,-1,2,-1,0,0,-1,0,3,-2,-2,-1,-1,-2,ENFJ
-1,0,2,2,-3,1,0,0,0,1,-2,2,1,1,1,1,0,-1,-2,-1,1,-3,-2,-3,0,-1,-1,-1,-2,0,ISFP
2,0,1,-1,-2,0,1,1,0,0,0,2,-2,-1,-1,-1,0,3,1,0,1,0,3,-1,0,-1,1,0,2,1,INTP
-2,-2,2,0,1,-3,-1,1,-1,-3,-1,1,-2,-3,1,0,1,0,3,0,1,-1,-1,-1,2,0,0,-2,-2,-2,INFP
1,0,-2,3,-1,2,-2,-1,0,-1,1,0,2,2,-2,-1,3,1,1,1,-1,-1,-1,0,3,0,1,1,2,-2,INFJ
2,-2,-1,1,-2,2,-3,-1,0,-2,-1,2,-1,-1,0,0,-2,-2,2,-1,-1,-1,0,-3,-2,1,-1,2,-1,1,INFP
-2,-2,2,-2,2,1,3,0,0,-3,-1,2,-2,2,-3,3,1,-1,-1,0,-1,1,0,0,2,3,-2,3,3,1,ESTP
-2,-2,1,1,1,0,1,2,-1,-1,0,2,-1,-3,2,1,1,2,-2,-1,2,0,0,-2,1,-1,1,2,0,-1,ENTJ
-1,-1,0,3,0,-3,1,-3,2,-2,-1,-2,-2,1,2,-1,-2,-1,0,1,1,-2,2,-1,1,-3,-3,-1,-3,0,ESFP
2,1,0,-2,-1,-2,1,0,2,2,2,3,-1,-1,0,0,0,2,2,-1,2,2,1,-2,0,-3,2,0,0,1,INTP
2,0,-2,-2,-2,1,2,-1,1,1,-2,1,-2,2,1,2,-2,-1,0,-1,-1,0,-1,0,0,-2,-2,3,3,2,INTJ
1,-3,-1,1,-1,-2,-2,-1,-3,0,-1,2,1,1,-2,-2,-2,2,0,2,0,-2,0,-1,0,-1,-2,0,-1,-3,ESTJ
-2,0,-1,-1,-1,2,-3,-1,3,3,1,2,1,-1,2,-1,1,-3,0,0,0,1,-1,2,-1,1,-1,0,1,1,ENTP
0,-2,1,0,0,3,1,1,0,1,-1,1,-1,-1,-1,0,-1,0,2,0,0,-2,1,0,1,-2,-1,1,2,1,ISTJ
-1,-2,1,3,0,-2,1,0,-1,0,-1,0,0,-1,-1,0,-1,-1,1,0,2,-1,0,0,1,0,-1,1,-3,-1,INFP
0,0,-1,1,-1,-2,-1,1,-3,1,1,2,1,0,-2,0,-3,-1,1,2,-1,0,0,0,0,0,1,0,0,1,ISFJ
2,-2,-1,0,-3,1,1,0,-3,2,-1,-2,-3,-1,-3,0,0,-1,-1,2,0,-2,-3,3,-3,-2,0,1,-1,2,INTP
0,1,3,0,-2,2,1,2,1,-2,1,2,0,2,1,1,-1,0,-2,1,1,1,0,-3,-3,1,3,0,2,2,ENFJ
1,-1,1,0,-3,2,1,-1,0,1,2,0,1,-2,-2,-1,-1,-2,-1,3,1,1,0,-2,0,0,-1,0,0,1,ESTP
-1,-1,0,-3,-1,1,1,-1,-1,3,-2,-1,2,3,2,0,0,1,-3,1,1,-2,3,-1,0,2,-1,3,-3,1,ISTP
0,3,-2,-3,-1,0,2,1,2,-1,1,-1,1,0,2,0,-1,-3,-2,-1,-1,-1,0,0,0,1,1,2,1,-1,ENTP
2,1,0,-2,-2,0,-1,-3,1,-2,-1,-3,-1,0,-2,-1,0,0,3,1,1,-1,-1,2,-2,0,2,0,2,2,ESFJ
1,2,0,0,1,-1,1,1,3,-1,0,0,2,-2,1,3,1,-3,0,-1,0,0,3,3,1,-1,-1,1,1,0,ENFP
1,2,-1,1,0,2,-3,3,0,0,0,0,-2,1,2,1,3,2,1,0,1,-2,0,-1,1,1,-1,-2,0,-1,ISFP
-1,0,-1,2,0,1,-1,-3,-2,-1,0,1,1,0,1,-3,1,-1,-1,2,-1,-1,1,1,-1,1,1,2,-2,0,INTJ
1,2,-2,-2,-1,-1,-1,2,1,1,0,0,2,0,-1,-1,0,0,1,-1,-1,0,-1,0,-2,0,1,2,3,-1,ENTP
0,-2,0,-3,-1,-1,0,0,1,2,-1,-2,1,3,0,1,0,-1,1,0,2,-1,2,-1,0,0,0,0,-2,0,ISTP
0,3,-1,-3,0,0,-2,-1,1,1,1,3,1,-2,1,1,2,-2,1,0,1,2,0,-2,0,-1,0,-2,1,-2,ENTP
-3,-1,-3,0,-2,-2,-2,-1,-2,3,2,0,2,2,0,-1,0,1,0,2,0,-1,-2,0,3,0,2,3,-2,0,ISFJ
1,2,1,2,2,-1,1,1,0,-1,-3,0,1,-2,0,0,0,-1,0,-1,0,0,2,2,1,0,-1,1,2,-2,ENFP
1,0,0,1,2,0,0,1,-2,2,-1,0,0,2,3,-2,-3,0,-2,2,2,2,-1,-1,3,-1,-1,1,0,1,ISTP
0,2,-1,-3,-1,1,-2,-2,-1,-1,-3,0,1,1,1,3,0,0,3,1,2,-1,-3,0,2,-1,0,0,0,-1,ENFJ
-1,1,-3,0,-1,2,-2,0,-1,-2,2,-2,-2,-1,1,1,1,1,-1,-3,1,0,-2,-1,-2,-1,-3,-1,2,2,INTP
-3,-2,-1,2,-2,2,-2,-2,1,-1,0,0,-1,-2,2,1,0,0,-3,3,1,0,2,0,-2,-2,2,2,-2,3,ISFP
0,-1,-2,0,1,1,0,-3,1,2,-1,-2,2,1,2,0,-1,1,0,3,3,-2,2,-1,0,0,2,-1,-1,1,ISFP
2,0,1,3,-2,2,-2,-1,1,-1,1,-1,-1,2,-2,-1,-1,0,-1,-3,1,-2,0,-2,-3,-1,-2,2,0,2,INFP
-3,3,0,-2,-1,1,-2,-1,1,-1,1,1,-1,-2,1,-2,-1,2,-2,0,1,1,1,2,2,0,-2,0,0,0,ESFP
-2,0,0,0,-1,2,-1,0,1,-2,0,-1,-3,1,0,1,1,1,-1,1,3,-1,0,-1,-1,-1,0,1,1,2,ESFP
-1,-1,-2,2,3,-1,3,-2,2,-2,0,-2,-1,-1,1,-1,-2,1,0,1,1,0,0,-1,1,0,1,0,1,1,ESFP
-2,-1,1,1,-2,0,-2,0,-2,-1,-1,0,-1,-3,-2,2,-1,-2,2,-2,0,-3,0,1,2,-2,1,-1,0,-1,INFP
-1,-1,1,-3,-2,1,-2,1,-2,2,0,0,-1,2,-2,0,1,2,0,0,0,-2,-2,1,0,-2,0,2,1,-2,INTP
-1,-1,0,1,3,-1,-3,3,0,-1,-1,0,-2,-1,2,0,0,3,-2,-1,1,2,0,-1,2,-1,2,2,-1,0,ENTJ
1,2,-2,-1,-2,1,2,1,2,1,1,0,0,-2,0,-1,3,2,-1,-2,-2,1,3,1,0,1,-1,-1,0,0,INTP
-1,2,-2,0,0,1,-1,1,-1,2,0,1,-3,1,1,0,2,-2,0,0,2,-2,-1,0,1,0,1,-2,1,0,ISFP
-2,-1,-1,0,3,2,1,2,0,0,-1,0,0,-1,-1,-2,-1,1,-1,0,1,1,0,-2,0,1,0,0,1,3,ISTJ
0,0,-1,2,1,2,-1,0,0,0,1,-1,-1,2,0,-1,2,2,1,-2,0,-2,0,-2,0,-1,-1,1,-1,0,INFP
0,-2,3,3,0,-1,-2,2,0,0,-1,0,-2,-1,-2,1,-1,1,-1,0,1,2,1,0,1,-2,1,3,0,0,ENTJ
2,1,3,-2,-1,3,2,1,1,-2,0,1,-1,2,1,-1,0,3,-2,1,0,0,-2,-1,-1,0,1,-1,0,1,ENFJ
1,0,-1,-1,1,3,1,0,-2,2,1,-1,-1,0,-2,-1,-1,2,0,0,2,-1,1,-1,1,0,-2,-1,1,2,ISTJ
2,1,-1,3,-1,-1,-2,0,0,0,0,0,0,2,1,-3,-1,-1,1,-2,1,-2,-1,0,0,3,-2,-1,-1,-1,ISFP
3,1,1,-1,0,1,2,-3,1,1,0,0,-1,0,0,-1,-3,-3,1,-1,-1,2,0,0,-2,-3,-1,-2,1,1,INFJ
0,-2,3,3,-2,2,2,-1,-1,-1,-2,-1,-3,-1,-2,2,-2,2,1,1,2,-3,1,0,2,-2,-1,2,1,2,ISTJ
1,0,-1,-1,0,1,-2,-3,0,0,-2,0,-3,2,-1,2,-2,-1,-1,0,3,-1,1,0,-2,0,-2,2,-1,2,ESFP
-1,-1,2,0,0,-2,-1,0,0,-1,-1,2,-2,0,0,0,-1,2,0,-2,0,-1,1,-2,2,1,1,-1,-1,-2,INFP
-2,-1,1,2,0,2,-1,2,1,0,-2,1,1,0,0,1,-1,0,0,2,0,-3,-1,-3,-1,1,2,0,1,-2,ENTJ
-2,0,1,-2,2,0,0,2,-2,1,-1,2,-1,-2,1,0,1,1,-2,-1,1,2,0,-1,2,-1,3,0,-1,-2,ENTJ
-1,3,1,-1,1,-1,0,3,-2,2,1,0,0,0,-2,1,-2,0,-2,2,2,1,0,0,2,-2,-2,1,0,1,ESFP
3,0,0,1,1,2,0,1,0,1,-2,-1,1,2,1,-1,1,0,-1,2,1,1,-1,-1,1,-1,1,0,-2,2,ISTP
-2,1,0,0,-3,-1,0,3,2,0,-1,-1,-1,2,-3,0,-1,-3,2,1,0,-2,-1,-1,2,0,-2,0,0,1,ENFJ
0,2,0,-1,-3,-3,1,-3,2,-2,-2,-2,0,0,-2,0,-2,-1,1,1,0,-1,0,1,-2,1,1,0,1,1,ESFJ
0,-2,1,1,0,1,-2,2,-1,-2,0,0,0,-2,0,2,2,2,-2,-2,1,-1,-2,0,-2,0,-3,0,0,2,INTP
-1,-2,1,-1,3,-1,1,-2,1,-2,-2,0,-3,1,0,-2,3,-2,0,1,-1,-2,2,0,1,-1,-2,-2,-2,2,ESTP
0,1,1,-3,-1,0,1,-2,0,3,-2,1,-2,3,0,1,-1,-3,-1,0,0,-2,-1,-1,-2,-3,0,2,2,0,INTJ
1,-1,1,0,0,-3,1,0,-1,2,0,-2,2,1,3,-2,-1,0,-2,1,0,-2,0,1,0,2,-1,0,-2,-3,ISTP
-1,-2,0,-2,-2,1,-1,0,-2,-3,0,-2,2,1,1,1,1,1,-1,1,1,0,-1,1,-1,2,2,3,-2,-2,INTJ
-2,0,0,0,0,0,-2,-3,3,1,-1,-1,1,0,-1,-1,-1,0,-2,1,0,-1,1,0,-2,0,2,2,-1,1,ISFP
1,-1,0,2,-3,2,0,-2,0,0,-1,0,0,0,-1,-3,-1,-1,-1,2,-2,0,0,0,1,1,0,-3,0,-2,ESTP
0,-2,1,-2,2,-1,2,-2,2,-2,-2,1,0,0,-1,0,-1,-1,-3,0,-3,1,2,0,1,2,-2,1,0,1,ESTP
-1,-2,-2,-3,-3,-2,-1,-3,-3,3,2,0,-2,-3,-1,0,-2,1,-2,0,0,-2,-1,2,0,-1,2,3,0,3,ISFJ
2,0,-2,0,1,1,0,-1,0,-3,-1,-3,3,1,-1,0,-1,-3,-1,-2,0,-2,0,-1,2,-2,1,1,-3,1,ISFJ
-1,0,-1,-2,-2,0,-1,-3,3,-2,3,-2,0,0,0,2,-1,1,1,1,2,2,2,2,1,-1,0,0,2,-1,ESFP
-1,0,-1,2,-3,1,-1,0,3,3,-1,0,0,0,1,1,3,0,3,0,-2,0,-1,0,1,2,-3,-2,2,-1,ENTP
1,2,3,-2,-3,0,1,-1,0,1,-2,0,0,0,0,1,2,-1,2,1,-1,0,1,0,0,2,2,-3,-2,1,ESTP
-1,2,-1,1,-2,3,-1,1,0,2,-3,3,-1,-1,3,-1,0,-1,2,-1,2,-3,-2,-2,2,-1,0,-2,-1,-1,ISFP
0,2,-1,-2,3,2,-1,1,0,-2,-3,-2,0,1,2,-1,1,-3,-3,-1,0,-2,2,-2,1,-2,0,2,0,3,ISFJ
-3,-1,-1,2,-1,-2,0,1,-1,-1,2,1,1,-1,2,0,-1,0,0,-1,-2,1,0,-2,2,-1,1,1,2,0,ESTJ
0,1,2,-1,2,-1,1,1,1,0,-1,1,0,-2,-1,0,-1,3,1,2,0,-2,0,0,1,0,-1,1,3,0,ESFJ
-1,-1,-1,0,-1,1,-2,3,-1,-2,1,0,-1,-1,-1,2,0,2,-2,-3,1,-2,2,-1,-1,0,-1,0,2,2,INTP
-1,3,-2,-2,0,0,0,-3,1,1,0,2,0,-2,3,1,2,-1,2,-1,-1,2,-1,-1,-1,1,0,-2,-1,-1,ENTP
0,-2,-3,1,0,-1,-2,-3,3,2,-1,0,3,0,0,-1,-2,-2,-1,-1,1,-1,1,1,1,0,2,1,0,0,ISFP
1,2,-2,-1,-2,0,2,-1,-1,-2,1,0,-1,2,-2,2,0,1,0,2,2,1,1,0,1,-2,-1,1,2,-1,ESFP
1,2,1,0,-2,0,-1,-1,2,0,1,-2,-2,2,-1,-2,0,0,-2,0,0,-1,-1,-3,1,0,-2,-1,-1,1,ENFP
-1,1,-2,-2,-2,0,0,-2,1,-2,0,0,0,0,0,-1,-2,1,-1,2,0,1,1,2,2,-3,-1,2,1,0,ESFP
